Pretraining EPNet (Epoch [  1/210]) --- Loss: 0.693, AUC: 0.80, AP Score: 0.80
Pretraining EPNet (Epoch [ 39/210]) --- Loss: 0.595, AUC: 0.79, AP Score: 0.81
Pretraining EPNet (Epoch [ 40/210]) --- Loss: 0.594, AUC: 0.79, AP Score: 0.81
Pretraining EPNet (Epoch [ 41/210]) --- Loss: 0.593, AUC: 0.79, AP Score: 0.81
Pretraining EPNet (Epoch [ 42/210]) --- Loss: 0.592, AUC: 0.79, AP Score: 0.81
Pretraining EPNet (Epoch [ 43/210]) --- Loss: 0.592, AUC: 0.79, AP Score: 0.81
Pretraining EPNet (Epoch [ 44/210]) --- Loss: 0.591, AUC: 0.80, AP Score: 0.81
Pretraining EPNet (Epoch [ 45/210]) --- Loss: 0.590, AUC: 0.79, AP Score: 0.81
Pretraining EPNet (Epoch [ 46/210]) --- Loss: 0.590, AUC: 0.80, AP Score: 0.81
Pretraining EPNet (Epoch [ 47/210]) --- Loss: 0.589, AUC: 0.80, AP Score: 0.81
Pretraining EPNet (Epoch [ 48/210]) --- Loss: 0.588, AUC: 0.80, AP Score: 0.81
Pretraining EPNet (Epoch [ 49/210]) --- Loss: 0.588, AUC: 0.80, AP Score: 0.81
Pretraining EPNet (Epoch [ 50/210]) --- Loss: 0.587, AUC: 0.80, AP Score: 0.82
Pretraining EPNet (Epoch [ 51/210]) --- Loss: 0.586, AUC: 0.80, AP Score: 0.82
Pretraining EPNet (Epoch [ 52/210]) --- Loss: 0.586, AUC: 0.81, AP Score: 0.82
Pretraining EPNet (Epoch [ 53/210]) --- Loss: 0.585, AUC: 0.81, AP Score: 0.82
Pretraining EPNet (Epoch [ 54/210]) --- Loss: 0.584, AUC: 0.81, AP Score: 0.82
Pretraining EPNet (Epoch [ 55/210]) --- Loss: 0.583, AUC: 0.81, AP Score: 0.83
Pretraining EPNet (Epoch [ 56/210]) --- Loss: 0.583, AUC: 0.82, AP Score: 0.83
Pretraining EPNet (Epoch [ 57/210]) --- Loss: 0.582, AUC: 0.82, AP Score: 0.84
Pretraining EPNet (Epoch [ 58/210]) --- Loss: 0.581, AUC: 0.82, AP Score: 0.84
Pretraining EPNet (Epoch [ 59/210]) --- Loss: 0.580, AUC: 0.83, AP Score: 0.84
Pretraining EPNet (Epoch [ 60/210]) --- Loss: 0.579, AUC: 0.83, AP Score: 0.85
Pretraining EPNet (Epoch [ 61/210]) --- Loss: 0.578, AUC: 0.83, AP Score: 0.85
Pretraining EPNet (Epoch [ 62/210]) --- Loss: 0.577, AUC: 0.83, AP Score: 0.85
Pretraining EPNet (Epoch [ 63/210]) --- Loss: 0.576, AUC: 0.83, AP Score: 0.85
Pretraining EPNet (Epoch [ 64/210]) --- Loss: 0.575, AUC: 0.83, AP Score: 0.86
Pretraining EPNet (Epoch [ 65/210]) --- Loss: 0.574, AUC: 0.83, AP Score: 0.86
Pretraining EPNet (Epoch [ 66/210]) --- Loss: 0.573, AUC: 0.84, AP Score: 0.86
Pretraining EPNet (Epoch [ 67/210]) --- Loss: 0.572, AUC: 0.84, AP Score: 0.86
Pretraining EPNet (Epoch [ 68/210]) --- Loss: 0.571, AUC: 0.84, AP Score: 0.86
Pretraining EPNet (Epoch [ 69/210]) --- Loss: 0.570, AUC: 0.84, AP Score: 0.87
Pretraining EPNet (Epoch [ 70/210]) --- Loss: 0.569, AUC: 0.85, AP Score: 0.87
Pretraining EPNet (Epoch [ 71/210]) --- Loss: 0.567, AUC: 0.85, AP Score: 0.87
Pretraining EPNet (Epoch [ 72/210]) --- Loss: 0.566, AUC: 0.85, AP Score: 0.87
Pretraining EPNet (Epoch [ 73/210]) --- Loss: 0.565, AUC: 0.86, AP Score: 0.88
Pretraining EPNet (Epoch [ 74/210]) --- Loss: 0.564, AUC: 0.86, AP Score: 0.88
Pretraining EPNet (Epoch [ 75/210]) --- Loss: 0.562, AUC: 0.86, AP Score: 0.88
Pretraining EPNet (Epoch [ 76/210]) --- Loss: 0.561, AUC: 0.86, AP Score: 0.88
Pretraining EPNet (Epoch [ 77/210]) --- Loss: 0.560, AUC: 0.86, AP Score: 0.88
Pretraining EPNet (Epoch [ 78/210]) --- Loss: 0.559, AUC: 0.87, AP Score: 0.88
Pretraining EPNet (Epoch [ 79/210]) --- Loss: 0.557, AUC: 0.87, AP Score: 0.88
Pretraining EPNet (Epoch [ 80/210]) --- Loss: 0.556, AUC: 0.87, AP Score: 0.88
Pretraining EPNet (Epoch [ 81/210]) --- Loss: 0.555, AUC: 0.87, AP Score: 0.89
Pretraining EPNet (Epoch [ 82/210]) --- Loss: 0.554, AUC: 0.87, AP Score: 0.89
Pretraining EPNet (Epoch [ 83/210]) --- Loss: 0.553, AUC: 0.88, AP Score: 0.89
Pretraining EPNet (Epoch [ 84/210]) --- Loss: 0.551, AUC: 0.88, AP Score: 0.89
Pretraining EPNet (Epoch [ 85/210]) --- Loss: 0.550, AUC: 0.88, AP Score: 0.89
Pretraining EPNet (Epoch [ 86/210]) --- Loss: 0.549, AUC: 0.88, AP Score: 0.89
Pretraining EPNet (Epoch [ 87/210]) --- Loss: 0.548, AUC: 0.88, AP Score: 0.89
Pretraining EPNet (Epoch [ 88/210]) --- Loss: 0.547, AUC: 0.88, AP Score: 0.89
Pretraining EPNet (Epoch [ 89/210]) --- Loss: 0.546, AUC: 0.88, AP Score: 0.89
Pretraining EPNet (Epoch [ 90/210]) --- Loss: 0.545, AUC: 0.88, AP Score: 0.89
Pretraining EPNet (Epoch [ 91/210]) --- Loss: 0.544, AUC: 0.88, AP Score: 0.89
Pretraining EPNet (Epoch [ 92/210]) --- Loss: 0.543, AUC: 0.88, AP Score: 0.89
Pretraining EPNet (Epoch [ 93/210]) --- Loss: 0.542, AUC: 0.88, AP Score: 0.89
Pretraining EPNet (Epoch [ 94/210]) --- Loss: 0.541, AUC: 0.88, AP Score: 0.89
Pretraining EPNet (Epoch [ 95/210]) --- Loss: 0.540, AUC: 0.88, AP Score: 0.90
Pretraining EPNet (Epoch [ 96/210]) --- Loss: 0.539, AUC: 0.88, AP Score: 0.89
Pretraining EPNet (Epoch [ 97/210]) --- Loss: 0.538, AUC: 0.88, AP Score: 0.90
Pretraining EPNet (Epoch [ 98/210]) --- Loss: 0.537, AUC: 0.88, AP Score: 0.90
Pretraining EPNet (Epoch [ 99/210]) --- Loss: 0.536, AUC: 0.89, AP Score: 0.90
Pretraining EPNet (Epoch [100/210]) --- Loss: 0.535, AUC: 0.89, AP Score: 0.90
Pretraining EPNet (Epoch [101/210]) --- Loss: 0.534, AUC: 0.89, AP Score: 0.90
Pretraining EPNet (Epoch [102/210]) --- Loss: 0.533, AUC: 0.89, AP Score: 0.90
Pretraining EPNet (Epoch [103/210]) --- Loss: 0.532, AUC: 0.89, AP Score: 0.90
Pretraining EPNet (Epoch [104/210]) --- Loss: 0.531, AUC: 0.89, AP Score: 0.90
Pretraining EPNet (Epoch [105/210]) --- Loss: 0.530, AUC: 0.89, AP Score: 0.90
Pretraining EPNet (Epoch [106/210]) --- Loss: 0.529, AUC: 0.89, AP Score: 0.90
Pretraining EPNet (Epoch [107/210]) --- Loss: 0.528, AUC: 0.89, AP Score: 0.90
Pretraining EPNet (Epoch [108/210]) --- Loss: 0.527, AUC: 0.89, AP Score: 0.90
Pretraining EPNet (Epoch [109/210]) --- Loss: 0.526, AUC: 0.89, AP Score: 0.90
Pretraining EPNet (Epoch [110/210]) --- Loss: 0.526, AUC: 0.89, AP Score: 0.90
Pretraining EPNet (Epoch [111/210]) --- Loss: 0.525, AUC: 0.89, AP Score: 0.90
Pretraining EPNet (Epoch [112/210]) --- Loss: 0.524, AUC: 0.90, AP Score: 0.91
Pretraining EPNet (Epoch [113/210]) --- Loss: 0.523, AUC: 0.90, AP Score: 0.91
Pretraining EPNet (Epoch [114/210]) --- Loss: 0.522, AUC: 0.90, AP Score: 0.91
Pretraining EPNet (Epoch [115/210]) --- Loss: 0.521, AUC: 0.90, AP Score: 0.91
Pretraining EPNet (Epoch [116/210]) --- Loss: 0.520, AUC: 0.90, AP Score: 0.91
Pretraining EPNet (Epoch [117/210]) --- Loss: 0.519, AUC: 0.90, AP Score: 0.91
Pretraining EPNet (Epoch [118/210]) --- Loss: 0.519, AUC: 0.90, AP Score: 0.91
Pretraining EPNet (Epoch [119/210]) --- Loss: 0.518, AUC: 0.90, AP Score: 0.91
Pretraining EPNet (Epoch [120/210]) --- Loss: 0.517, AUC: 0.90, AP Score: 0.91
Pretraining EPNet (Epoch [121/210]) --- Loss: 0.516, AUC: 0.90, AP Score: 0.91
Pretraining EPNet (Epoch [122/210]) --- Loss: 0.516, AUC: 0.90, AP Score: 0.91
Pretraining EPNet (Epoch [123/210]) --- Loss: 0.515, AUC: 0.90, AP Score: 0.91
Pretraining EPNet (Epoch [124/210]) --- Loss: 0.514, AUC: 0.90, AP Score: 0.91
Pretraining EPNet (Epoch [125/210]) --- Loss: 0.513, AUC: 0.90, AP Score: 0.91
Pretraining EPNet (Epoch [126/210]) --- Loss: 0.513, AUC: 0.90, AP Score: 0.91
Pretraining EPNet (Epoch [127/210]) --- Loss: 0.512, AUC: 0.90, AP Score: 0.91
Pretraining EPNet (Epoch [128/210]) --- Loss: 0.511, AUC: 0.91, AP Score: 0.92
Pretraining EPNet (Epoch [129/210]) --- Loss: 0.510, AUC: 0.91, AP Score: 0.92
Pretraining EPNet (Epoch [130/210]) --- Loss: 0.510, AUC: 0.90, AP Score: 0.91
Pretraining EPNet (Epoch [131/210]) --- Loss: 0.509, AUC: 0.90, AP Score: 0.91
Pretraining EPNet (Epoch [132/210]) --- Loss: 0.508, AUC: 0.90, AP Score: 0.91
Pretraining EPNet (Epoch [133/210]) --- Loss: 0.508, AUC: 0.91, AP Score: 0.91
Pretraining EPNet (Epoch [134/210]) --- Loss: 0.507, AUC: 0.91, AP Score: 0.92
Pretraining EPNet (Epoch [135/210]) --- Loss: 0.506, AUC: 0.91, AP Score: 0.92
Pretraining EPNet (Epoch [136/210]) --- Loss: 0.506, AUC: 0.91, AP Score: 0.92
Pretraining EPNet (Epoch [137/210]) --- Loss: 0.505, AUC: 0.91, AP Score: 0.92
Pretraining EPNet (Epoch [138/210]) --- Loss: 0.505, AUC: 0.91, AP Score: 0.92
Pretraining EPNet (Epoch [139/210]) --- Loss: 0.504, AUC: 0.91, AP Score: 0.92
Pretraining EPNet (Epoch [140/210]) --- Loss: 0.504, AUC: 0.91, AP Score: 0.92
Pretraining EPNet (Epoch [141/210]) --- Loss: 0.503, AUC: 0.91, AP Score: 0.92
Pretraining EPNet (Epoch [142/210]) --- Loss: 0.502, AUC: 0.91, AP Score: 0.92
Pretraining EPNet (Epoch [143/210]) --- Loss: 0.502, AUC: 0.92, AP Score: 0.92
Pretraining EPNet (Epoch [144/210]) --- Loss: 0.501, AUC: 0.92, AP Score: 0.92
Pretraining EPNet (Epoch [145/210]) --- Loss: 0.501, AUC: 0.92, AP Score: 0.92
Pretraining EPNet (Epoch [146/210]) --- Loss: 0.500, AUC: 0.92, AP Score: 0.92
Pretraining EPNet (Epoch [147/210]) --- Loss: 0.500, AUC: 0.92, AP Score: 0.92
Pretraining EPNet (Epoch [148/210]) --- Loss: 0.499, AUC: 0.92, AP Score: 0.92
Pretraining EPNet (Epoch [149/210]) --- Loss: 0.499, AUC: 0.92, AP Score: 0.92
Pretraining EPNet (Epoch [150/210]) --- Loss: 0.498, AUC: 0.92, AP Score: 0.92
Pretraining EPNet (Epoch [151/210]) --- Loss: 0.498, AUC: 0.92, AP Score: 0.92
Pretraining EPNet (Epoch [152/210]) --- Loss: 0.497, AUC: 0.92, AP Score: 0.93
Pretraining EPNet (Epoch [153/210]) --- Loss: 0.497, AUC: 0.92, AP Score: 0.93
Pretraining EPNet (Epoch [154/210]) --- Loss: 0.496, AUC: 0.92, AP Score: 0.93
Pretraining EPNet (Epoch [155/210]) --- Loss: 0.496, AUC: 0.92, AP Score: 0.93
Pretraining EPNet (Epoch [156/210]) --- Loss: 0.495, AUC: 0.92, AP Score: 0.93
Pretraining EPNet (Epoch [157/210]) --- Loss: 0.495, AUC: 0.92, AP Score: 0.93
Pretraining EPNet (Epoch [158/210]) --- Loss: 0.495, AUC: 0.92, AP Score: 0.93
Pretraining EPNet (Epoch [159/210]) --- Loss: 0.494, AUC: 0.92, AP Score: 0.93
Pretraining EPNet (Epoch [160/210]) --- Loss: 0.494, AUC: 0.92, AP Score: 0.93
Pretraining EPNet (Epoch [161/210]) --- Loss: 0.493, AUC: 0.92, AP Score: 0.93
Pretraining EPNet (Epoch [162/210]) --- Loss: 0.493, AUC: 0.92, AP Score: 0.93
Pretraining EPNet (Epoch [163/210]) --- Loss: 0.493, AUC: 0.92, AP Score: 0.93
Pretraining EPNet (Epoch [164/210]) --- Loss: 0.492, AUC: 0.92, AP Score: 0.93
Pretraining EPNet (Epoch [165/210]) --- Loss: 0.492, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [166/210]) --- Loss: 0.492, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [167/210]) --- Loss: 0.491, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [168/210]) --- Loss: 0.491, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [169/210]) --- Loss: 0.491, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [170/210]) --- Loss: 0.490, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [171/210]) --- Loss: 0.490, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [172/210]) --- Loss: 0.490, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [173/210]) --- Loss: 0.490, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [174/210]) --- Loss: 0.489, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [175/210]) --- Loss: 0.489, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [176/210]) --- Loss: 0.488, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [177/210]) --- Loss: 0.488, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [178/210]) --- Loss: 0.488, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [179/210]) --- Loss: 0.487, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [180/210]) --- Loss: 0.487, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [181/210]) --- Loss: 0.487, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [182/210]) --- Loss: 0.486, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [183/210]) --- Loss: 0.486, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [184/210]) --- Loss: 0.486, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [185/210]) --- Loss: 0.485, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [186/210]) --- Loss: 0.485, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [187/210]) --- Loss: 0.485, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [188/210]) --- Loss: 0.485, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [189/210]) --- Loss: 0.484, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [190/210]) --- Loss: 0.484, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [191/210]) --- Loss: 0.484, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [192/210]) --- Loss: 0.484, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [193/210]) --- Loss: 0.483, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [194/210]) --- Loss: 0.483, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [195/210]) --- Loss: 0.483, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [196/210]) --- Loss: 0.483, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [197/210]) --- Loss: 0.482, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [198/210]) --- Loss: 0.482, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [199/210]) --- Loss: 0.482, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [200/210]) --- Loss: 0.482, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [201/210]) --- Loss: 0.481, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [202/210]) --- Loss: 0.481, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [203/210]) --- Loss: 0.481, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [204/210]) --- Loss: 0.481, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [205/210]) --- Loss: 0.481, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [206/210]) --- Loss: 0.480, AUC: 0.93, AP Score: 0.93
Pretraining EPNet (Epoch [207/210]) --- Loss: 0.480, AUC: 0.93, AP Score: 0.94
Pretraining EPNet (Epoch [208/210]) --- Loss: 0.480, AUC: 0.93, AP Score: 0.94
Pretraining EPNet (Epoch [209/210]) --- Loss: 0.480, AUC: 0.93, AP Score: 0.94
Pretraining EPNet (Epoch [210/210]) --- Loss: 0.479, AUC: 0.93, AP Score: 0.94
Pretraining NCNet (Epoch [  1/10]) --- Loss: 1.791, Val Acc: 0.19
Pretraining NCNet (Epoch [  2/10]) --- Loss: 1.788, Val Acc: 0.20
Pretraining NCNet (Epoch [  3/10]) --- Loss: 1.783, Val Acc: 0.26
Pretraining NCNet (Epoch [  4/10]) --- Loss: 1.774, Val Acc: 0.38
Pretraining NCNet (Epoch [  5/10]) --- Loss: 1.767, Val Acc: 0.43
Pretraining NCNet (Epoch [  6/10]) --- Loss: 1.760, Val Acc: 0.42
Pretraining NCNet (Epoch [  7/10]) --- Loss: 1.748, Val Acc: 0.42
Pretraining NCNet (Epoch [  8/10]) --- Loss: 1.748, Val Acc: 0.44
Pretraining NCNet (Epoch [  9/10]) --- Loss: 1.744, Val Acc: 0.49
Pretraining NCNet (Epoch [ 10/10]) --- Loss: 1.726, Val Acc: 0.54
Epoch [  1/200] --- EP loss: 0.48, NC loss: 1.75, Val Acc: 0.70, Test Acc: 0.69
Epoch [  2/200] --- EP loss: 0.48, NC loss: 1.74, Val Acc: 0.70, Test Acc: 0.68
Epoch [  3/200] --- EP loss: 0.48, NC loss: 1.72, Val Acc: 0.68, Test Acc: 0.67
Epoch [  4/200] --- EP loss: 0.48, NC loss: 1.70, Val Acc: 0.70, Test Acc: 0.69
Epoch [  5/200] --- EP loss: 0.48, NC loss: 1.72, Val Acc: 0.70, Test Acc: 0.70
Epoch [  6/200] --- EP loss: 0.48, NC loss: 1.68, Val Acc: 0.69, Test Acc: 0.69
Epoch [  7/200] --- EP loss: 0.48, NC loss: 1.69, Val Acc: 0.68, Test Acc: 0.69
Epoch [  8/200] --- EP loss: 0.48, NC loss: 1.66, Val Acc: 0.69, Test Acc: 0.69
Epoch [  9/200] --- EP loss: 0.48, NC loss: 1.66, Val Acc: 0.71, Test Acc: 0.69
Epoch [ 10/200] --- EP loss: 0.48, NC loss: 1.66, Val Acc: 0.72, Test Acc: 0.70
Epoch [ 11/200] --- EP loss: 0.48, NC loss: 1.63, Val Acc: 0.71, Test Acc: 0.70
Epoch [ 12/200] --- EP loss: 0.48, NC loss: 1.62, Val Acc: 0.71, Test Acc: 0.70
Epoch [ 13/200] --- EP loss: 0.48, NC loss: 1.63, Val Acc: 0.72, Test Acc: 0.70
Epoch [ 14/200] --- EP loss: 0.48, NC loss: 1.58, Val Acc: 0.72, Test Acc: 0.70
Epoch [ 15/200] --- EP loss: 0.47, NC loss: 1.58, Val Acc: 0.72, Test Acc: 0.70
Epoch [ 16/200] --- EP loss: 0.47, NC loss: 1.60, Val Acc: 0.71, Test Acc: 0.70
Epoch [ 17/200] --- EP loss: 0.47, NC loss: 1.54, Val Acc: 0.70, Test Acc: 0.69
Epoch [ 18/200] --- EP loss: 0.47, NC loss: 1.54, Val Acc: 0.68, Test Acc: 0.69
Epoch [ 19/200] --- EP loss: 0.47, NC loss: 1.51, Val Acc: 0.67, Test Acc: 0.69
Epoch [ 20/200] --- EP loss: 0.47, NC loss: 1.53, Val Acc: 0.67, Test Acc: 0.68
Epoch [ 21/200] --- EP loss: 0.47, NC loss: 1.45, Val Acc: 0.66, Test Acc: 0.66
Epoch [ 22/200] --- EP loss: 0.47, NC loss: 1.51, Val Acc: 0.63, Test Acc: 0.65
Epoch [ 23/200] --- EP loss: 0.47, NC loss: 1.45, Val Acc: 0.63, Test Acc: 0.64
Epoch [ 24/200] --- EP loss: 0.47, NC loss: 1.37, Val Acc: 0.63, Test Acc: 0.63
Epoch [ 25/200] --- EP loss: 0.47, NC loss: 1.43, Val Acc: 0.63, Test Acc: 0.62
Epoch [ 26/200] --- EP loss: 0.47, NC loss: 1.34, Val Acc: 0.63, Test Acc: 0.62
Epoch [ 27/200] --- EP loss: 0.47, NC loss: 1.33, Val Acc: 0.63, Test Acc: 0.62
Epoch [ 28/200] --- EP loss: 0.47, NC loss: 1.33, Val Acc: 0.64, Test Acc: 0.62
Epoch [ 29/200] --- EP loss: 0.47, NC loss: 1.32, Val Acc: 0.63, Test Acc: 0.62
Epoch [ 30/200] --- EP loss: 0.47, NC loss: 1.34, Val Acc: 0.65, Test Acc: 0.63
Epoch [ 31/200] --- EP loss: 0.47, NC loss: 1.31, Val Acc: 0.66, Test Acc: 0.64
Epoch [ 32/200] --- EP loss: 0.47, NC loss: 1.25, Val Acc: 0.67, Test Acc: 0.64
Epoch [ 33/200] --- EP loss: 0.47, NC loss: 1.24, Val Acc: 0.68, Test Acc: 0.65
Epoch [ 34/200] --- EP loss: 0.47, NC loss: 1.24, Val Acc: 0.67, Test Acc: 0.66
Epoch [ 35/200] --- EP loss: 0.47, NC loss: 1.17, Val Acc: 0.69, Test Acc: 0.67
Epoch [ 36/200] --- EP loss: 0.47, NC loss: 1.18, Val Acc: 0.69, Test Acc: 0.67
Epoch [ 37/200] --- EP loss: 0.47, NC loss: 1.21, Val Acc: 0.68, Test Acc: 0.69
Epoch [ 38/200] --- EP loss: 0.47, NC loss: 1.15, Val Acc: 0.69, Test Acc: 0.70
Epoch [ 39/200] --- EP loss: 0.47, NC loss: 1.14, Val Acc: 0.70, Test Acc: 0.70
Epoch [ 40/200] --- EP loss: 0.47, NC loss: 1.17, Val Acc: 0.70, Test Acc: 0.71
Epoch [ 41/200] --- EP loss: 0.47, NC loss: 1.16, Val Acc: 0.70, Test Acc: 0.72
Epoch [ 42/200] --- EP loss: 0.47, NC loss: 1.21, Val Acc: 0.70, Test Acc: 0.72
Epoch [ 43/200] --- EP loss: 0.47, NC loss: 1.07, Val Acc: 0.71, Test Acc: 0.71
Epoch [ 44/200] --- EP loss: 0.47, NC loss: 1.10, Val Acc: 0.71, Test Acc: 0.71
Epoch [ 45/200] --- EP loss: 0.47, NC loss: 1.09, Val Acc: 0.72, Test Acc: 0.71
Epoch [ 46/200] --- EP loss: 0.47, NC loss: 1.04, Val Acc: 0.71, Test Acc: 0.71
Epoch [ 47/200] --- EP loss: 0.47, NC loss: 1.12, Val Acc: 0.70, Test Acc: 0.71
Epoch [ 48/200] --- EP loss: 0.47, NC loss: 1.11, Val Acc: 0.70, Test Acc: 0.70
Epoch [ 49/200] --- EP loss: 0.47, NC loss: 1.00, Val Acc: 0.69, Test Acc: 0.70
Epoch [ 50/200] --- EP loss: 0.47, NC loss: 1.04, Val Acc: 0.69, Test Acc: 0.69
Epoch [ 51/200] --- EP loss: 0.47, NC loss: 1.10, Val Acc: 0.69, Test Acc: 0.68
